Id,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,cat_crop
7781,Andhra Pradesh,VISAKHAPATANAM,2000,Whole Year ,Tobacco,2993,6021,Commercial
7782,Andhra Pradesh,VISAKHAPATANAM,2000,Whole Year ,Turmeric,1499,3097,Species
7783,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Arhar/Tur,4847,1507,Pulses
7784,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Bajra,15686,13019,Cereal
7785,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Castor seed,6,2,Oilseeds
7786,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Cotton(lint),1021,2667,fibres
7787,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Dry chillies,918,3324,Species
7788,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Groundnut,12864,14601,Nuts
7789,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Horse-gram,325,140,Beans
7790,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Jowar,1442,825,Cereal
7791,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Korra,220,165,Pulses
7792,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Maize,6879,7567,Cereal
7793,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Mesta,307,2611,fibres
7794,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Moong(Green Gram),2369,1144,Fruits
7795,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Niger seed,17313,7341,Oilseeds
7796,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Onion,32,444,Vegetables
7797,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Other Kharif pulses,3011,1776,Pulses
7798,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Ragi,32390,37151,Cereal
7799,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Rice,86579,145020,Cereal
7800,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Samai,22248,11769,Pulses
7801,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Sesamum,10647,1565,Oilseeds
7802,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Small millets,22468,11934,Cereal
7803,Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Urad,2845,1027,Pulses
7804,Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Arhar/Tur,47,15,Pulses
7805,Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Dry chillies,3754,5147,Species
7806,Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Gram,97,182,Beans
7807,Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Groundnut,2208,4376,Nuts
7808,Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Horse-gram,6235,4807,Beans
7809,Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Jowar,94,69,Cereal
7810,Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Maize,1098,7107,Cereal
7811,Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Moong(Green Gram),2509,765,Fruits
7812,Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Onion,308,4872,Vegetables
7813,Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Other  Rabi pulses,539,246,Pulses
7814,Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Ragi,1535,3187,Cereal
7815,Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Rice,3744,7589,Cereal
7816,Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Sesamum,4006,1018,Oilseeds
7817,Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Urad,2816,1915,Pulses
7818,Andhra Pradesh,VISAKHAPATANAM,2001,Whole Year ,Banana,2431,18798,Fruits
7819,Andhra Pradesh,VISAKHAPATANAM,2001,Whole Year ,Cashewnut,29675,14486,Nuts
7820,Andhra Pradesh,VISAKHAPATANAM,2001,Whole Year ,Coconut ,7232,56150010,Fruits
7821,Andhra Pradesh,VISAKHAPATANAM,2001,Whole Year ,Dry ginger,1158,3047,Species
7822,Andhra Pradesh,VISAKHAPATANAM,2001,Whole Year ,Potato,173,1117,Vegetables
7823,Andhra Pradesh,VISAKHAPATANAM,2001,Whole Year ,Sugarcane,36135,2167594,Sugarcane
7824,Andhra Pradesh,VISAKHAPATANAM,2001,Whole Year ,Sweet potato,428,2069,Vegetables
7825,Andhra Pradesh,VISAKHAPATANAM,2001,Whole Year ,Tapioca,447,2467,Beans
7826,Andhra Pradesh,VISAKHAPATANAM,2001,Whole Year ,Tobacco,1702,2598,Commercial
7827,Andhra Pradesh,VISAKHAPATANAM,2001,Whole Year ,Turmeric,1538,3136,Species
7828,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Arhar/Tur,4701,1575,Pulses
7829,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Bajra,14123,8897,Cereal
7830,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Castor seed,6,1,Oilseeds
7831,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Cotton(lint),859,1526,fibres
7832,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Dry chillies,908,1793,Species
7833,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Groundnut,10313,8477,Nuts
7834,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Horse-gram,136,66,Beans
7835,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Jowar,1537,512,Cereal
7836,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Maize,6976,12843,Cereal
7837,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Mesta,194,1467,fibres
7838,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Moong(Green Gram),2401,363,Fruits
7839,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Niger seed,13069,4992,Oilseeds
7840,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Onion,52,622,Vegetables
7841,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Other Kharif pulses,952,446,Pulses
7842,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Ragi,29769,25720,Cereal
7843,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Rice,61964,61344,Cereal
7844,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Sesamum,6901,807,Oilseeds
7845,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Small millets,21698,8688,Cereal
7846,Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Urad,2885,150,Pulses
7847,Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Dry chillies,2322,2903,Species
7848,Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Gram,93,122,Beans
7849,Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Groundnut,893,1562,Nuts
7850,Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Horse-gram,4916,4252,Beans
7851,Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Jowar,363,291,Cereal
7852,Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Maize,918,6362,Cereal
7853,Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Moong(Green Gram),1831,467,Fruits
7854,Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Onion,137,1725,Vegetables
7855,Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Other  Rabi pulses,144,40,Pulses
7856,Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,other oilseeds,412,511,Oilseeds
7857,Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Ragi,509,293,Cereal
7858,Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Rice,2028,3121,Cereal
7859,Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Sesamum,2196,211,Oilseeds
7860,Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Urad,2284,1322,Pulses
7861,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Banana,1594,27219,Fruits
7862,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Beans & Mutter(Vegetable),1620,8162,Vegetables
7863,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Bhindi,600,2077,Vegetables
7864,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Bottle Gourd,37,0,Vegetables
7865,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Brinjal,1327,13012,Vegetables
7866,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Cabbage,75,0,Vegetables
7867,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Cashewnut,31179,3802,Nuts
7868,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Citrus Fruit,31,137,Fruits
7869,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Coconut ,7230,30987756,Fruits
7870,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Cucumber,16,0,Vegetables
7871,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Dry ginger,1167,1908,Species
7872,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Mango,16015,87942,Fruits
7873,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Orange,61,1085,Fruits
7874,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Other Fresh Fruits,147,158,Fruits
7875,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Other Vegetables,1476,0,Fruits
7876,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Pome Fruit,191,1445,Fruits
7877,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Potato,161,1398,Vegetables
7878,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Sugarcane,44085,1588904,Sugarcane
7879,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Sweet potato,177,353,Vegetables
7880,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Tapioca,407,2050,Beans
7881,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Tobacco,1293,3636,Commercial
7882,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Tomato,1294,11808,Vegetables
7883,Andhra Pradesh,VISAKHAPATANAM,2002,Whole Year ,Turmeric,1551,4473,Species
7884,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Arhar/Tur,4274,2188,Pulses
7885,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Bajra,17771,20312,Cereal
7886,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Castor seed,4,2,Oilseeds
7887,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Cotton(lint),1359,4045,fibres
7888,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Dry chillies,871,3838,Species
7889,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Groundnut,9262,10920,Nuts
7890,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Horse-gram,118,43,Beans
7891,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Jowar,1175,3476,Cereal
7892,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Korra,261,284,Pulses
7893,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Maize,6910,12445,Cereal
7894,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Mesta,22,175,fibres
7895,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Moong(Green Gram),2689,1463,Fruits
7896,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Niger seed,15961,6289,Oilseeds
7897,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Onion,57,831,Vegetables
7898,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Other Kharif pulses,1225,641,Pulses
7899,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Ragi,32664,44129,Cereal
7900,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Rice,84676,136836,Cereal
7901,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Samai,18679,7920,Pulses
7902,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Sesamum,3551,540,Oilseeds
7903,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Small millets,18941,8205,Cereal
7904,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Sunflower,7,8,Oilseeds
7905,Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Urad,3210,1977,Pulses
7906,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Arhar/Tur,6,3,Pulses
7907,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Dry chillies,3047,4674,Species
7908,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Gram,215,385,Beans
7909,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Groundnut,1583,2667,Nuts
7910,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Horse-gram,6132,5458,Beans
7911,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Jowar,199,374,Cereal
7912,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Maize,1413,7913,Cereal
7913,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Moong(Green Gram),3232,1092,Fruits
7914,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Onion,164,1805,Vegetables
7915,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Other  Rabi pulses,53,10,Pulses
7916,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Ragi,1009,2829,Cereal
7917,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Rice,3961,7811,Cereal
7918,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Sesamum,3412,826,Oilseeds
7919,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Urad,3913,1514,Pulses
7920,Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Varagu,1,1,Cereal
7921,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Banana,1452,17908,Fruits
7922,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Beans & Mutter(Vegetable),1919,13135,Vegetables
7923,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Bhindi,691,3839,Vegetables
7924,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Bottle Gourd,31,0,Vegetables
7925,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Brinjal,1615,20084,Vegetables
7926,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Cabbage,76,0,Vegetables
7927,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Cashewnut,31045,16996,Nuts
7928,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Citrus Fruit,30,164,Fruits
7929,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Coconut ,7045,45965248,Fruits
7930,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Cucumber,19,0,Vegetables
7931,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Dry ginger,868,2466,Species
7932,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Mango,15708,38840,Fruits
7933,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Orange,61,929,Fruits
7934,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Other Fresh Fruits,139,119,Fruits
7935,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Other Vegetables,1956,0,Fruits
7936,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Pome Fruit,157,1364,Fruits
7937,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Potato,201,1875,Vegetables
7938,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Sugarcane,38962,1984023,Sugarcane
7939,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Sweet potato,196,1417,Vegetables
7940,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Tapioca,307,1927,Beans
7941,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Tobacco,1803,3447,Commercial
7942,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Tomato,1552,14964,Vegetables
7943,Andhra Pradesh,VISAKHAPATANAM,2003,Whole Year ,Turmeric,2073,5075,Species
7944,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Arhar/Tur,4745,2216,Pulses
7945,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Bajra,12458,13093,Cereal
7946,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Castor seed,4,2,Oilseeds
7947,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Cotton(lint),3020,8598,fibres
7948,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Dry chillies,1061,4391,Species
7949,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Groundnut,8253,9318,Nuts
7950,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Horse-gram,84,37,Beans
7951,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Jowar,1094,585,Cereal
7952,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Maize,6766,11773,Cereal
7953,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Mesta,115,983,fibres
7954,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Moong(Green Gram),2126,791,Fruits
7955,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Niger seed,14357,5456,Oilseeds
7956,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Onion,63,1069,Vegetables
7957,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Other Kharif pulses,2661,1117,Pulses
7958,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Ragi,30886,28909,Cereal
7959,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Rice,95187,160771,Cereal
7960,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Sesamum,7301,1884,Oilseeds
7961,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Small millets,22000,8537,Cereal
7962,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Sunflower,53,44,Oilseeds
7963,Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Urad,2465,1188,Pulses
7964,Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Arhar/Tur,3,1,Pulses
7965,Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Dry chillies,2329,6065,Species
7966,Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Gram,64,98,Beans
7967,Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Groundnut,883,1824,Nuts
7968,Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Horse-gram,4925,4836,Beans
7969,Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Jowar,69,130,Cereal
7970,Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Maize,1452,10497,Cereal
7971,Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Moong(Green Gram),2183,712,Fruits
7972,Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Onion,147,2575,Vegetables
7973,Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Other  Rabi pulses,650,187,Pulses
7974,Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Ragi,666,1108,Cereal
7975,Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Rice,2621,3701,Cereal
7976,Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Sesamum,3090,930,Oilseeds
7977,Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Sunflower,43,38,Oilseeds
7978,Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Urad,2342,1485,Pulses
7979,Andhra Pradesh,VISAKHAPATANAM,2004,Whole Year ,Banana,1508,32706,Fruits
7980,Andhra Pradesh,VISAKHAPATANAM,2004,Whole Year ,Cashewnut,32611,6204,Nuts
7981,Andhra Pradesh,VISAKHAPATANAM,2004,Whole Year ,Coconut ,6928,56971676,Fruits
7982,Andhra Pradesh,VISAKHAPATANAM,2004,Whole Year ,Dry ginger,840,2294,Species
7983,Andhra Pradesh,VISAKHAPATANAM,2004,Whole Year ,Potato,181,1791,Vegetables
7984,Andhra Pradesh,VISAKHAPATANAM,2004,Whole Year ,Sugarcane,41522,2119283,Sugarcane
7985,Andhra Pradesh,VISAKHAPATANAM,2004,Whole Year ,Sweet potato,149,369,Vegetables
7986,Andhra Pradesh,VISAKHAPATANAM,2004,Whole Year ,Tapioca,522,2400,Beans
7987,Andhra Pradesh,VISAKHAPATANAM,2004,Whole Year ,Tobacco,1466,2939,Commercial
7988,Andhra Pradesh,VISAKHAPATANAM,2004,Whole Year ,Turmeric,1678,8133,Species
7989,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Arhar/Tur,3849,1124,Pulses
7990,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Bajra,8319,4634,Cereal
7991,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Castor seed,2,1,Oilseeds
7992,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Cotton(lint),1834,4445,fibres
7993,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Dry chillies,778,3262,Species
7994,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Groundnut,5358,5797,Nuts
7995,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Horse-gram,65,25,Beans
7996,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Jowar,1279,710,Cereal
7997,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Maize,6834,12554,Cereal
7998,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Mesta,69,631,fibres
7999,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Moong(Green Gram),1749,1212,Fruits
8000,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Niger seed,14556,5459,Oilseeds
8001,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Onion,36,675,Vegetables
8002,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Other Kharif pulses,2032,844,Pulses
8003,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Ragi,28064,22928,Cereal
8004,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Rice,84808,125007,Cereal
8005,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Sesamum,5717,869,Oilseeds
8006,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Small millets,19325,7864,Cereal
8007,Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Urad,1986,683,Pulses
8008,Andhra Pradesh,VISAKHAPATANAM,2005,Rabi       ,Dry chillies,2092,4161,Species
8009,Andhra Pradesh,VISAKHAPATANAM,2005,Rabi       ,Gram,31,59,Beans
8010,Andhra Pradesh,VISAKHAPATANAM,2005,Rabi       ,Groundnut,995,2349,Nuts
8011,Andhra Pradesh,VISAKHAPATANAM,2005,Rabi       ,Horse-gram,4026,1188,Beans
8012,Andhra Pradesh,VISAKHAPATANAM,2005,Rabi       ,Jowar,23,67,Cereal
8013,Andhra Pradesh,VISAKHAPATANAM,2005,Rabi       ,Maize,1343,10034,Cereal
8014,Andhra Pradesh,VISAKHAPATANAM,2005,Rabi       ,Moong(Green Gram),1998,605,Fruits
8015,Andhra Pradesh,VISAKHAPATANAM,2005,Rabi       ,Onion,160,3167,Vegetables
8016,Andhra Pradesh,VISAKHAPATANAM,2005,Rabi       ,Other  Rabi pulses,782,354,Pulses
8017,Andhra Pradesh,VISAKHAPATANAM,2005,Rabi       ,Ragi,660,1245,Cereal
8018,Andhra Pradesh,VISAKHAPATANAM,2005,Rabi       ,Rice,3821,7073,Cereal
8019,Andhra Pradesh,VISAKHAPATANAM,2005,Rabi       ,Sesamum,2179,682,Oilseeds
8020,Andhra Pradesh,VISAKHAPATANAM,2005,Rabi       ,Urad,2206,1388,Pulses
8021,Andhra Pradesh,VISAKHAPATANAM,2005,Whole Year ,Banana,1484,21692,Fruits
8022,Andhra Pradesh,VISAKHAPATANAM,2005,Whole Year ,Cashewnut,32029,7239,Nuts
8023,Andhra Pradesh,VISAKHAPATANAM,2005,Whole Year ,Coconut ,6979,62196030,Fruits
8024,Andhra Pradesh,VISAKHAPATANAM,2005,Whole Year ,Dry ginger,812,2236,Species
8025,Andhra Pradesh,VISAKHAPATANAM,2005,Whole Year ,Potato,138,1351,Vegetables
8026,Andhra Pradesh,VISAKHAPATANAM,2005,Whole Year ,Sugarcane,41535,2043854,Sugarcane
8027,Andhra Pradesh,VISAKHAPATANAM,2005,Whole Year ,Sunflower,77,87,Oilseeds
8028,Andhra Pradesh,VISAKHAPATANAM,2005,Whole Year ,Sweet potato,157,404,Vegetables
8029,Andhra Pradesh,VISAKHAPATANAM,2005,Whole Year ,Tapioca,356,1417,Beans
8030,Andhra Pradesh,VISAKHAPATANAM,2005,Whole Year ,Tobacco,1335,3456,Commercial
8031,Andhra Pradesh,VISAKHAPATANAM,2005,Whole Year ,Turmeric,1530,4428,Species
8032,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Arhar/Tur,3736,1375,Pulses
8033,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Bajra,8197,7525,Cereal
8034,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Castor seed,2,1,Oilseeds
8035,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Cotton(lint),847,2606,fibres
8036,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Dry chillies,762,3429,Species
8037,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Groundnut,5156,5450,Nuts
8038,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Horse-gram,179,78,Beans
8039,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Jowar,1021,759,Cereal
8040,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Maize,7042,9253,Cereal
8041,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Mesta,88,773,fibres
8042,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Moong(Green Gram),1744,678,Fruits
8043,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Niger seed,13546,4849,Oilseeds
8044,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Onion,51,855,Vegetables
8045,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Other Kharif pulses,2003,907,Pulses
8046,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Ragi,28746,24549,Cereal
8047,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Rice,93133,178070,Cereal
8048,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Sesamum,5896,1008,Oilseeds
8049,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Small millets,19347,8179,Cereal
8050,Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Urad,2095,802,Pulses
